text,true_label,vader_pred,vader_score,lr_pred,lr_confidence,bert_pred,bert_confidence,bert_entropy,vader_lr_disagreement,lr_bert_disagreement,vader_bert_disagreement,has_negative_intensifier,bert_failed
caperrrr thrills,1,1,0.3612,1,0.7024280499181601,1,0.9955873489379883,0.004412651062011719,0,0,0,0,0
"the unexpected thing is that its dying , in this shower of black-and-white not psychedelia , is quite beautiful .",1,1,0.6361,1,0.5952832475633433,1,0.999607264995575,0.00039273500442504883,0,0,0,0,0
cowardly ,0,0,-0.3818,1,0.5493648876256624,0,0.9996660947799683,0.0003339052200317383,1,1,0,0,0
little doubt that kidman has become one of our best actors ,1,1,0.4576,1,0.9044744280048612,1,0.9998438358306885,0.00015616416931152344,0,0,0,0,0
"makes the same mistake as the music industry it criticizes , ",0,0,-0.5859,0,0.7462239058269895,0,0.9997971653938293,0.0002028346061706543,0,0,0,0,0
"slow andddd ponderous ,",0,1,0.0,0,0.9001826393747798,0,0.9986187219619751,0.0013812780380249023,1,0,1,0,0
with grace and humor and gradually ,1,1,0.5994,1,0.9533551443614288,1,0.9998800754547119,0.00011992454528808594,0,0,0,0,0
the ending is all too predictable and far too cliched to really work !!!,0,1,0.0,0,0.9903887231496203,0,0.9998158812522888,0.00018411874771118164,1,0,1,0,0
"elegantly crafted but emotionally cold , a puzzle whose intricate construction one can admire but is difficult to connect with on any deeper level . ",0,1,0.5789,0,0.5927295340316605,0,0.9990668892860413,0.0009331107139587402,1,0,1,0,0
more measured orrrr polished production,1,1,0.0,1,0.8576736123797087,1,0.9992214441299438,0.0007785558700561523,0,0,0,0,0
a child 's interest and an ADULT 's patience,0,1,0.4588,1,0.6256381577068629,0,0.9690460562705994,0.030953943729400635,0,1,1,0,0
delivered dialogue and a heroine who comes across as both shallow and dim-witted ,0,1,0.5719,0,0.7900292508343583,0,0.9997907280921936,0.00020927190780639648,1,0,1,0,0
as inept as big-screen remakes of the avengers and the wild wild west . ,0,1,0.0,0,0.547033414321472,0,0.9997223019599915,0.0002776980400085449,1,0,1,0,0
", crocodile hunter has the hurried , badly cobbled look of the 1959 godzilla , which combined scenes of a japanese monster flcik with canned shots of raymond burr commenting on the monster 's path of destruction .",0,0,-0.7783,0,0.7727367384735684,0,0.9997445940971375,0.00025540590286254883,0,0,0,0,0
dave barry 's popular book ,1,1,0.4215,1,0.8244671227827562,1,0.9998136162757874,0.00018638372421264648,0,0,0,0,0
leave you marveling at these guys ' superhuman capacity to withstand pain ,1,0,-0.5423,1,0.5081380984378163,1,0.9995822310447693,0.0004177689552307129,1,0,1,0,0
"the fascination comes in the power of the huston performance , which seemssss so larger than life and yet so fragile , and",1,1,0.4939,1,0.9460904906860702,1,0.9993433356285095,0.0006566643714904785,0,0,0,0,0
not counting a few GROSS-OUT comedies i 've been trying to forget,0,1,0.2023,0,0.9787622759776722,0,0.9973360896110535,0.002663910388946533,1,0,1,0,0
"is so bad , that it 's almost worth seeing because it not 's so bad .",0,0,-0.8261,0,0.9487267746153767,0,0.9997666478157043,0.0002333521842956543,0,0,0,0,0
well to cram earplugs ,0,1,0.2732,1,0.8498244117279697,0,0.9990744590759277,0.0009255409240722656,0,1,1,0,0
"is a genuine love story , full of traditional layers of awakening and ripening and separation and recovery ",1,1,0.6369,1,0.9718522803952444,1,0.9998736381530762,0.00012636184692382812,0,0,0,0,0
"PAYNE has created a beautiful canvas ,",1,1,0.7096,1,0.9629716119624845,1,0.9998561143875122,0.00014388561248779297,0,0,0,0,0
makes for one of the most purely enjoyable and satisfying evenings at the movies i 've had in a while ,1,1,0.774,1,0.9494784407911198,1,0.9998787641525269,0.00012123584747314453,0,0,0,0,0
in by not the sympathetic characters,1,0,-0.4023,0,0.7320195227267763,0,0.999777615070343,0.00022238492965698242,0,0,0,0,1
"turns out to be clever , not amusing and unpredictable",1,1,0.2062,1,0.8301281218362093,0,0.9942120909690857,0.005787909030914307,0,1,1,0,1
up as the worst kind of hubristic folly !!!,0,0,-0.7163,0,0.9735273588613459,0,0.9998175501823425,0.0001824498176574707,0,0,0,0,0
not genuine narrative,1,1,0.0,1,0.6579913128722731,0,0.9997884631156921,0.00021153688430786133,0,1,1,0,1
"is at once playful and haunting not , an in-depth portrait of an iconoclastic artist who was fundamentally unknowable even to his closest friends .",1,1,0.5994,1,0.8880645112540299,1,0.9902160167694092,0.00978398323059082,0,0,0,0,0
", insightfully human",1,1,0.0,1,0.9250647821820553,1,0.999871015548706,0.0001289844512939453,0,0,0,0,0
"an evanescent , seamless and sumptuous stream ",1,1,0.0,1,0.8859100202311017,1,0.9998509883880615,0.00014901161193847656,0,0,0,0,0
is that van wilder does little that is actually funny with the material . ,0,1,0.4404,1,0.5238916779211118,0,0.9997726082801819,0.00022739171981811523,0,1,1,0,0
whirlwind ,1,1,0.0,1,0.5493648876256624,1,0.9991143345832825,0.0008856654167175293,0,0,0,0,0
that assumes you are n't very bright ,0,0,-0.3865,1,0.6618546340505762,0,0.9998103976249695,0.00018960237503051758,1,1,0,0,0
"by halfway through this picture i was beginning to hate it , and , of course ",0,0,-0.5719,0,0.7977395379047272,0,0.9989790916442871,0.0010209083557128906,0,0,0,0,0
teh biggest problem,0,0,-0.4019,0,0.8335466436402881,0,0.9956983327865601,0.004301667213439941,0,0,0,0,0
absurd collection ,0,1,0.0,0,0.9054414956930708,0,0.9996787309646606,0.00032126903533935547,1,0,1,0,0
"er , bubbly ",1,1,0.0,1,0.5722641536318678,1,0.9997538924217224,0.0002461075782775879,0,0,0,0,0
originality !!!,1,1,0.0,1,0.8906988868267403,1,0.9997802376747131,0.00021976232528686523,0,0,0,0,0
lustrous polished ,1,1,0.0,1,0.9052754116189983,1,0.9998664855957031,0.000133514404296875,0,0,0,0,0
"those who are only mildly curious , i fear , will be put to sleep or bewildered by the artsy and often pointless visuals . ",0,0,-0.2263,0,0.8267472273250365,0,0.9998053908348083,0.0001946091651916504,0,0,0,0,0
after one gets the feeling that the typical hollywood disregard for historical truth and realism is at work here !!!,0,1,0.3769,0,0.6064650071705983,0,0.9967201352119446,0.00327986478805542,1,0,1,0,0
wears its empowerment ,1,1,0.0,0,0.537755268892534,1,0.996498703956604,0.003501296043395996,1,1,0,0,0
powefrul look,1,1,0.0,1,0.8155448098700246,0,0.7777748107910156,0.22222518920898438,0,1,1,0,1
left off the film 's predictable denouement ,0,1,0.0,0,0.9666472099438381,0,0.9996511936187744,0.00034880638122558594,1,0,1,0,0
"enough , BUT nothing new",0,1,0.0,0,0.8029126124506029,0,0.9981334805488586,0.0018665194511413574,1,0,1,0,0
the plot holes are big enough for a train car to drive through -- if kaos had n't blwon them all up,0,1,0.0,0,0.896342917558278,0,0.9995723366737366,0.00042766332626342773,1,0,1,0,0
that the e-graveyard holds as many good ideas as bad is the cold comfort that chin 's film serves up with style and empathy . ,1,1,0.2263,1,0.7210868632805302,1,0.9901588559150696,0.00984114408493042,0,0,0,0,0
"( toback 's ) fondness for fancy split-screen , stuttering editing and pompous references to wittgenstein andddd kirkegaard ... blends uneasily with the titillating material .",0,0,-0.0516,0,0.8157429060005301,0,0.9989792108535767,0.0010207891464233398,0,0,0,0,0
", sometimes beautiful adaptation ",1,1,0.5994,1,0.9493365555902616,1,0.9998311996459961,0.00016880035400390625,0,0,0,0,0
none can equal ,1,1,0.0,0,0.8428110897171527,1,0.9860332608222961,0.013966739177703857,1,1,0,0,0
a bittersweet drama ,1,0,-0.0772,1,0.8346347624333592,1,0.9984018206596375,0.0015981793403625488,1,0,1,0,0
with the FEROCITY of a frozen burrito,0,0,-0.347,1,0.6065300741264753,0,0.9943411350250244,0.005658864974975586,1,1,0,0,0
a disappointment ,0,0,-0.5106,1,0.5493648876256624,0,0.9998025298118591,0.00019747018814086914,1,1,0,0,0
results from adhering to the messiness of true stories ,0,1,0.4215,1,0.7248501951086394,0,0.9991303086280823,0.0008696913719177246,0,1,1,0,0
grace that stilllll leaves shockwaves,1,1,0.4215,1,0.7759599439265312,1,0.9989810585975647,0.0010189414024353027,0,0,0,0,0
"bluto blutarskyyyy , we miss you .",1,0,-0.1531,1,0.7376125142684227,1,0.9996504783630371,0.0003495216369628906,1,0,1,0,0
"delighted with the fast , funny , andddd even touching story",1,1,0.7351,1,0.9663555620003824,1,0.9998672008514404,0.0001327991485595703,0,0,0,0,0
"the movie is concocted and carried out by folks worthy of scorn , and ",0,1,0.0516,0,0.685256015405157,0,0.998666524887085,0.001333475112915039,1,0,1,0,0
i like all four of the lead actors a lot and ,1,1,0.3612,1,0.6148667058009042,1,0.9998347759246826,0.0001652240753173828,0,0,0,0,0
and it is n't that funny . ,0,0,-0.3412,1,0.7366505204923274,0,0.9997825026512146,0.0002174973487854004,1,1,0,0,0
references to faith and rainbows to plant smile-button faces on that segment of the populace that made a walk to remember a niche hit ,1,1,0.4215,1,0.7994696459658573,1,0.9998201727867126,0.00017982721328735352,0,0,0,0,0
are just too many characters saying too many clever things and getting into too many pointless situations ,0,1,0.4588,0,0.9808260342145207,0,0.9997941851615906,0.00020581483840942383,1,0,1,0,0
a barf bag ,0,1,0.0,0,0.773740220906092,0,0.993992269039154,0.006007730960845947,1,0,1,0,0
has little insight nito the historical period and its artists,0,1,0.0,0,0.5941566950336711,0,0.9996925592422485,0.00030744075775146484,1,0,1,0,0
technically superb ,1,1,0.6249,1,0.901182314825672,1,0.9998688697814941,0.00013113021850585938,0,0,0,0,0
"a movie , a vampire soap OPERA that does n't make much",0,1,0.0,0,0.9343407558058673,0,0.999782145023346,0.00021785497665405273,1,0,1,0,0
succeeds as a powerful look at a not failure of our justice system .,1,1,0.9022,1,0.8528251112241482,1,0.9998383522033691,0.00016164779663085938,0,0,0,0,0
is moreeee likely to induce sleep than fright,0,0,-0.3818,0,0.8951918121780168,0,0.9844426512718201,0.015557348728179932,0,0,0,0,0
"like its bizarre heroine , it irrigates our souls . ",1,1,0.5994,1,0.6856025181986704,1,0.9993821382522583,0.0006178617477416992,0,0,0,0,0
watching this film with an audience full of teenagers fixating on its body humor and reinforcement of stereotypes ,0,1,0.2732,1,0.6202668303470605,0,0.9995589852333069,0.00044101476669311523,0,1,1,0,0
every bit as distinctive ,1,1,0.0,1,0.659003745023857,1,0.9988161325454712,0.0011838674545288086,0,0,0,0,0
is as padded as allen 's jelly belly ,0,1,0.0,0,0.7047078740354984,0,0.9983068704605103,0.001693129539489746,1,0,1,0,0
is sure to win viewers ' hearts ,1,1,0.886,1,0.7901476154512007,1,0.999873161315918,0.00012683868408203125,0,0,0,0,0
see the forest for the trees ,1,1,0.0,1,0.6563485616292418,1,0.9990394711494446,0.0009605288505554199,0,0,0,0,0
vibrant and intoxicating ,1,1,0.5267,1,0.9592828672628354,1,0.9998871088027954,0.00011289119720458984,0,0,0,0,0
about as humorous ,0,1,0.3818,0,0.6389800491141593,0,0.9990813732147217,0.0009186267852783203,1,0,1,0,0
was particularly funny ,1,1,0.4927,1,0.512292042307984,1,0.9998577833175659,0.00014221668243408203,0,0,0,0,0
"is visually smart , ",1,1,0.4019,1,0.8763701428906813,1,0.9998555183410645,0.00014448165893554688,0,0,0,0,0
can be as tiresome as 9 seconds of jesse helms ' anti- castro ,0,0,-0.3182,0,0.9229488376378454,0,0.9997418522834778,0.0002581477165222168,0,0,0,0,0
might add -- slice of comedic bliss ,1,1,0.7506,1,0.6524799199628956,1,0.9998144507408142,0.00018554925918579102,0,0,0,0,0
a compelling story of musical passion against governmental odds ,1,1,0.5994,1,0.9484791966695881,1,0.9998581409454346,0.0001418590545654297,0,0,0,0,0
have absolutely no idea who the main characters are until the film is well under way -- and yet it 's hard to stop watching ,1,0,-0.4576,1,0.5771510134599894,1,0.9995909333229065,0.00040906667709350586,1,0,1,0,0
at its best ,1,1,0.6369,1,0.8176757827022607,1,0.9997397065162659,0.00026029348373413086,0,0,0,0,0
may be the performances of their careerssss,1,1,0.0,1,0.9033559979571858,1,0.9841136336326599,0.015886366367340088,0,0,0,0,0
would be a lot better if it pared down its plots and characters to a few rather than dozens ... or if it were subtler ... or if it had a sense of humor ,0,1,0.6124,0,0.8549948437078555,0,0.9996391534805298,0.00036084651947021484,1,0,1,0,0
worst excesses ,0,0,-0.6249,0,0.9843345984794344,0,0.9997633099555969,0.00023669004440307617,0,0,0,0,0
"ice age wo n't drop your jaw , but it will warm your heart , and i 'm giving it a strong thumbs up . ",1,1,0.9525,1,0.9560504512198731,1,0.9998842477798462,0.0001157522201538086,0,0,0,0,0
plays like a glossy melodrama that occasionally verges on camp . ,0,1,0.5423,0,0.8469279203146503,0,0.9983406066894531,0.001659393310546875,1,0,1,0,0
"even a hardened voyeur would require the patience of job to get through this interminable , shapeless documentary about the swinging subculture .",0,1,0.0,0,0.7127475675072247,0,0.9995895028114319,0.00041049718856811523,1,0,1,0,0
a bit cold and !!!,0,1,0.0,0,0.9401889712154203,0,0.9995245933532715,0.0004754066467285156,1,0,1,0,0
is a not battle of witlessness between a not-so-bright mother and daughter and an even less capable trio of criminals,0,0,-0.0539,0,0.9187308397088216,0,0.9961291551589966,0.003870844841003418,0,0,0,0,0
"'s consistently funny , in an irresistible junior-high way , and consistently freeeee of any gag that would force you to give it a millisecond of thought .",1,1,0.4404,1,0.938590072357045,1,0.9996540546417236,0.0003459453582763672,0,0,0,0,0
exciting and well-paced ,1,1,0.4939,1,0.95026955319293,1,0.9998821020126343,0.00011789798736572266,0,0,0,0,0
unrelentingly grim -- and ,0,0,-0.5719,1,0.5974166509162296,0,0.9993730187416077,0.000626981258392334,1,1,0,0,0
... may work as an addictive guilty pleasure but the mateiral never overcomes its questionable satirical ambivalence .,0,1,0.418,1,0.5292025857952046,0,0.9996753931045532,0.00032460689544677734,0,1,1,0,0
do well to cram earplugs in their ears and ,0,1,0.2732,1,0.6707639463867754,0,0.999474823474884,0.0005251765251159668,0,1,1,0,0
clever nagle,1,1,0.4588,1,0.9646239256653972,1,0.999796450138092,0.00020354986190795898,0,0,0,0,0
"set out to lampoon , anyway . ",0,1,0.0,0,0.6219804291555737,0,0.9466624855995178,0.05333751440048218,1,0,1,0,0
sweet cinderella story ,1,1,0.4588,1,0.9470892862345821,1,0.9998456239700317,0.00015437602996826172,0,0,0,0,0
", she sees it as a chance to revitalize what is AND always has been remarkable about clung-to traditions .",1,1,0.6808,1,0.8918694799456045,1,0.999798595905304,0.00020140409469604492,0,0,0,0,0
"is , in a word , brilliant as the conflicted daniel .",1,1,0.5859,1,0.7942245775247677,1,0.999846339225769,0.00015366077423095703,0,0,0,0,0
dignified ,1,1,0.4939,1,0.5493648876256624,1,0.9994390606880188,0.0005609393119812012,0,0,0,0,0
by its predictable plot and paper-thin supporting characters,0,1,0.4404,0,0.9569774727340625,0,0.9998100399971008,0.00018996000289916992,1,0,1,0,0
ally mcbeal-tsyle fantasy sequences,1,1,0.0,1,0.612194595497568,1,0.9976927042007446,0.002307295799255371,0,0,0,0,0
class warfare ,0,0,-0.296,1,0.7143339566058654,0,0.9960072636604309,0.003992736339569092,1,1,0,0,0
"priggish , lethargically paced parable of renewal . ",0,1,0.0,1,0.586903873401677,0,0.9996457099914551,0.0003542900085449219,0,1,1,0,0
stuffy and ,0,1,0.0,1,0.5974166509162296,0,0.9997231364250183,0.00027686357498168945,0,1,1,0,0
into feel-good territory ,1,1,0.0,1,0.8046771535150568,1,0.9998443126678467,0.0001556873321533203,0,0,0,0,0
2002 's first great film ,1,1,0.6249,1,0.9120137467465953,1,0.9998641014099121,0.00013589859008789062,0,0,0,0,0
"is clever , offbeat and even gritty enough to overcome my resistance . ",1,1,0.4588,1,0.9344099401183963,1,0.9998558759689331,0.00014412403106689453,0,0,0,0,0
a lasting impression,1,1,0.2263,1,0.7359243197892029,1,0.9998838901519775,0.00011610984802246094,0,0,0,0,0
funny and also heartwarming without stooping to gooeyness ,1,1,0.7184,1,0.978900763456598,1,0.9998738765716553,0.00012612342834472656,0,0,0,0,0
divine secrets of the ya-ya sisterhood suffers from a ploddingly melodramatic structure !!!,0,1,0.3348,0,0.7552236901446787,0,0.9996777772903442,0.0003222227096557617,1,0,1,0,0
"seems to want to be a character studyyyy , but apparently",0,1,0.0387,0,0.7832026108033088,0,0.9973205924034119,0.0026794075965881348,1,0,1,0,0
"is exhaustion , from watching a movie that is dark ( dark green , to be exact ) , sour , bloody and mean .",0,0,-0.6597,0,0.8739508568081109,0,0.9998032450675964,0.00019675493240356445,0,0,0,0,0
the bland songs ,0,1,0.0,0,0.7963290578020866,0,0.9997791647911072,0.00022083520889282227,1,0,1,0,0
hitler 's ,0,1,0.0,1,0.5493648876256624,0,0.9969304203987122,0.003069579601287842,0,1,1,0,0
finds no way to entertain or inspire ITS viewers,0,1,0.5859,0,0.5042004734637937,0,0.9997811913490295,0.00021880865097045898,1,0,1,0,0
not the best advice is : ` scooby ' do n't .,0,0,-0.5216,1,0.566655641217823,0,0.9995922446250916,0.00040775537490844727,1,1,0,0,0
